food_name,calories,protein,carbs,fat,fibre,sodium,glycaemic_index,serving_size_g,unit,meal_type,region,allergens,is_vegetarian,is_vegan,is_dairy,is_gluten
Chicken and Avocado Salad,442.0,29.99285714,36.83333334,18.94285714,5.261904762,0.0,55.0,100.0,serving,lunch,Pan-India,,False,False,False,False
Grilled Paneer with Avocado,354.0,28.32,20.22857143,18.20571429,6.068571428,0.0,55.0,100.0,serving,lunch,Pan-India,Dairy,True,False,True,False
Spicy Vegan Chickpea Wrap,180.0,0.0,21.31578947,0.0,0.0,0.0,55.0,100.0,serving,dinner,Pan-India,0,True,True,False,False
Tofu and Quinoa Salad,386.0,24.125,54.28125,16.8875,9.65,0.0,55.0,100.0,serving,dinner,Pan-India,,True,True,False,False
Chicken Tikka with Brown Rice,504.0,31.92,61.6,17.92,5.6,0.0,55.0,100.0,serving,lunch,Pan-India,Chicken,False,False,False,False
Vegan Lentil Soup with Vegetables,312.0,23.11111111,46.22222222,9.244444444,6.933333333,0.0,55.0,100.0,serving,dinner,Pan-India,,True,True,False,False
Paneer and Broccoli Stir Fry,362.0,29.47714286,20.68571429,18.61714286,6.205714286,0.0,55.0,100.0,serving,lunch,Pan-India,Dairy,True,False,True,False
Chickpea and Tofu Pulao,416.0,24.08421053,60.21052631,13.1368421,7.663157894,0.0,55.0,100.0,serving,dinner,Pan-India,,True,True,False,False
Chicken Tandoori with Veggie Salad,462.0,29.26,41.06666667,18.48,7.186666667,0.0,55.0,100.0,serving,lunch,Pan-India,Chicken,False,False,False,False
Grilled Tofu with Hummus,386.0,27.57142857,44.11428571,15.44,8.822857143,0.0,55.0,100.0,serving,dinner,Pan-India,,True,True,False,False
Palak and Tofu Curry,282.0000001,17.50344828,29.1724138,9.724137934,6.806896554,0.0,55.0,100.0,serving,lunch,Pan-India,,True,True,False,False
Grilled Tempeh with Steamed Veggies,404.0,28.85714286,46.17142857,18.46857143,10.38857143,0.0,55.0,100.0,serving,breakfast,Pan-India,,False,False,False,False
Vegetable and Tofu Stir-Fry with Rice,408.0,22.05405405,60.64864865,13.23243243,7.718918919,0.0,55.0,100.0,serving,lunch,Pan-India,,True,True,False,False
Paneer and Chickpea Curry,422.0,24.11428571,54.25714285,21.70285714,9.645714285,0.0,55.0,100.0,serving,lunch,Pan-India,Legumes,True,False,True,False
Vegetable Quesadilla,480.0,16.0,64.0,21.33333333,6.4,0.0,55.0,100.0,serving,dinner,Pan-India,Gluten,True,False,False,True
Spicy Lentil Tacos,345.0,18.4,57.5,10.35,6.9,0.0,55.0,100.0,serving,dinner,Pan-India,Legumes,True,False,False,False
Chickpea and Cauliflower Stew,328.0,17.57142857,46.85714286,14.05714286,9.371428571,0.0,55.0,100.0,serving,dinner,Pan-India,Legumes,True,False,False,False
Quinoa and Kale Salad,360.0,20.25,50.625,13.5,9.0,0.0,55.0,100.0,serving,dinner,Pan-India,Legumes,True,False,False,False
Spinach and Potato Croquettes,402.0,18.27272727,54.81818182,21.92727273,8.527272727,0.0,55.0,100.0,serving,dinner,Pan-India,Gluten,True,False,False,True
Mango Chutney Chicken,422.0,30.0675,31.65,18.99,7.385,0.0,55.0,100.0,serving,lunch,Pan-India,,False,False,False,False
Vegetable Pita Wrap,328.0,11.71428571,52.71428571,14.05714286,8.2,0.0,55.0,100.0,serving,dinner,Pan-India,Gluten,True,False,False,True
Roasted Cauliflower and Lentil Soup,280.0,12.92307692,43.07692308,8.615384615,7.538461538,0.0,55.0,100.0,serving,dinner,Pan-India,Legumes,True,False,False,False
Tofu and Veggie Stir-Fry,380.0,21.375,59.375,14.25,9.5,0.0,55.0,100.0,serving,dinner,Pan-India,Legumes,False,False,False,False
Spicy Mushroom and Tofu Curry,375.0,22.72727273,45.45454545,17.04545455,7.954545455,0.0,55.0,100.0,serving,lunch,Pan-India,,True,True,False,False
Grilled Eggplant with Tahini,322.0,10.73333333,32.2,19.32,7.513333334,0.0,55.0,100.0,serving,dinner,Pan-India,,False,False,False,False
Chickpea and Spinach Wrap,292.0,16.22222222,43.25925926,8.651851852,7.570370371,0.0,55.0,100.0,serving,dinner,Pan-India,Gluten,True,False,False,True
Grilled Chicken and Avocado Salad,367.9999999,27.59999999,29.05263157,11.62105263,6.778947366,0.0,55.0,100.0,serving,lunch,Pan-India,,False,False,False,False
Vegetable Soup with Quinoa,263.0000001,9.392857145,37.57142858,6.575000002,7.514285716,0.0,55.0,100.0,serving,dinner,Pan-India,Legumes,True,False,False,False
Lentil and Potato Stew,344.0,19.35,53.75,8.6,8.6,0.0,55.0,100.0,serving,dinner,Pan-India,Legumes,True,False,False,False
Tofu and Vegetable Kebabs,410.0,25.77142857,46.85714286,21.08571429,10.54285714,0.0,55.0,100.0,serving,dinner,Pan-India,,True,True,False,False
Palak and Paneer Wrap,422.0,22.21052632,49.97368421,19.98947369,8.884210527,0.0,55.0,100.0,serving,lunch,Pan-India,Dairy,True,False,True,False
Grilled Salmon Salad,465.0,29.45,25.83333333,25.83333333,7.233333333,0.0,55.0,100.0,serving,dinner,Pan-India,Fish,True,False,False,False
Chana and Rice,350.0,15.0,50.0,10.0,9.0,0.0,55.0,100.0,serving,lunch,Pan-India,Legumes,True,False,False,False
Vegetable and Tofu Korma,427.0,19.215,58.7125,16.0125,7.4725,0.0,55.0,100.0,serving,dinner,Pan-India,,True,True,False,False
Paneer and Veggie Stuffed Paratha,442.0,23.26315789,58.15789474,20.9368421,8.142105263,0.0,55.0,100.0,serving,breakfast,Pan-India,Dairy,False,False,True,True
Quinoa and Veggie Stuffed Peppers,342.0,20.52,51.3,11.4,9.12,0.0,55.0,100.0,serving,dinner,Pan-India,Legumes,False,False,False,False
Chickpea and Avocado Toast,328.0,19.68,52.48,15.744,7.871999999,0.0,55.0,100.0,serving,breakfast,Pan-India,Gluten,True,False,False,True
Grilled Chicken Caesar Salad,442.0,29.99285714,31.57142857,18.94285714,6.314285715,0.0,55.0,100.0,serving,lunch,Pan-India,,False,False,False,False
Spinach and Mushroom Salad,342.0,12.21428571,42.75,21.98571429,8.55,0.0,55.0,100.0,serving,dinner,Pan-India,,True,False,False,False
Chana and Broccoli Stir-Fry,360.0,21.6,54.0,14.4,9.6,0.0,55.0,100.0,serving,dinner,Pan-India,Legumes,True,False,False,False
Vegetable Sushi Rolls,350.0,15.0,50.0,10.0,8.0,0.0,55.0,100.0,serving,dinner,Pan-India,,True,False,False,False
Spicy Tofu Tacos,348.0,24.85714286,49.71428572,14.91428572,8.700000001,0.0,55.0,100.0,serving,dinner,Pan-India,Legumes,True,True,False,False
Grilled Paneer with Green Salad,382.0,34.021875,29.84375,21.4875,7.1625,0.0,55.0,100.0,serving,lunch,Pan-India,Dairy,True,False,True,False
Tofu and Broccoli Stir-Fry,378.0,20.61818182,51.54545455,16.03636364,9.163636364,0.0,55.0,100.0,serving,dinner,Pan-India,,True,True,False,False
Vegetable Makhani,454.0,20.43,62.425,20.43,10.215,0.0,55.0,100.0,serving,dinner,Pan-India,Gluten,True,False,False,True
Chickpea and Vegetable Patties,407.0,22.89375,63.59375,19.078125,11.446875,0.0,55.0,100.0,serving,dinner,Pan-India,Legumes,True,False,False,False
Grilled Tofu with Asparagus,392.0,24.64,44.8,17.92,8.96,0.0,55.0,100.0,serving,dinner,Pan-India,,True,True,False,False
Vegetable Pakora with Yogurt Dip,363.0,15.02068966,56.32758621,18.77586207,8.762068966,0.0,55.0,100.0,serving,snacks,Pan-India,Gluten,True,False,True,True
Lentil and Sweet Potato Curry,380.0,20.72727273,57.57575758,13.81818182,10.36363636,0.0,55.0,100.0,serving,lunch,Pan-India,Legumes,True,False,False,False
Chana and Spinach Saut̩,310.0,17.22222222,45.92592593,11.48148148,6.888888889,0.0,55.0,100.0,serving,dinner,Pan-India,Legumes,True,False,False,False
Paneer and Vegetable Skewers,342.0,21.375,26.71875,19.2375,7.48125,0.0,55.0,100.0,serving,lunch,Pan-India,Dairy,True,False,True,False
Puran Poli,268.0,4.288,48.24,8.576,5.36,0.0,55.0,100.0,serving,dinner,Maharashtra,Gluten,True,False,False,True
Vada Pav,363.0,7.26,51.85714286,15.55714286,3.111428572,0.0,55.0,100.0,serving,snacks,Maharashtra,Gluten,True,False,False,True
Misal Pav,422.0,9.377777777,51.57777777,16.88,4.688888888,0.0,55.0,100.0,serving,dinner,Maharashtra,Gluten,True,False,False,True
Poha,256.0,6.144,40.96,8.192,3.072,201.0,55.0,100.0,serving,breakfast,Maharashtra,Gluten,True,False,False,True
Thalipeeth,300.0,8.0,40.0,12.0,4.0,0.0,55.0,100.0,serving,lunch,Maharashtra,Gluten,True,False,False,True
Bhakri,216.0,6.48,32.4,8.64,2.16,0.0,55.0,100.0,serving,dinner,Maharashtra,Gluten,True,False,False,True
Pitla,182.0,7.077777778,25.27777778,6.066666667,2.022222222,0.0,55.0,100.0,serving,dinner,Maharashtra,Gluten,True,False,False,True
Kothimbir Wadi,282.0,10.07142857,20.14285714,18.12857143,4.028571429,0.0,55.0,100.0,serving,dinner,Maharashtra,Gluten,True,False,False,True
Pav Bhaji,386.9999999,6.879999998,47.29999999,12.9,6.019999998,0.0,55.0,100.0,serving,dinner,Maharashtra,Gluten,True,False,False,True
Shira,304.0,4.053333333,45.6,12.16,3.04,0.0,55.0,100.0,serving,dinner,Maharashtra,Gluten,True,False,False,True
Bhel Puri,232.0,5.8,40.6,9.28,5.8,6.0,55.0,100.0,serving,dinner,Maharashtra,Gluten,True,False,False,True
Batata Vada,291.0,4.656,40.74,17.46,3.492,0.0,55.0,100.0,serving,snacks,Maharashtra,Gluten,True,False,False,True
Alu Vadi,228.0,5.066666667,44.33333333,10.13333333,3.8,0.0,55.0,100.0,serving,dinner,Maharashtra,Gluten,True,False,False,True
Modak,290.0,5.178571428,46.60714286,10.35714286,2.071428571,0.0,55.0,100.0,serving,dinner,Maharashtra,Gluten,True,False,False,True
Pohe,199.0,3.79047619,28.42857143,6.633333333,2.842857143,0.0,55.0,100.0,serving,dinner,Maharashtra,Gluten,True,False,False,True
Zunka Bhakri,347.0,7.931428573,44.61428572,14.87142857,5.948571429,0.0,55.0,100.0,serving,dinner,Maharashtra,Gluten,True,False,False,True
Khandvi,282.0,9.024,45.12,11.28,4.512,0.0,55.0,100.0,serving,dinner,Maharashtra,Gluten,True,False,False,True
Ukadiche Modak,310.0,5.166666667,51.66666667,10.33333333,3.1,0.0,55.0,100.0,serving,dinner,Maharashtra,Gluten,True,False,False,True
Kolhapuri Misal,383.0,11.49,47.875,14.3625,5.745,0.0,55.0,100.0,serving,dinner,Maharashtra,Gluten,True,False,False,True
Chutney,162.0,2.16,27.0,6.48,5.4,0.0,55.0,100.0,serving,dinner,Maharashtra,Peanut,True,False,False,False
Shev Bhaji,308.0,11.0,44.0,13.2,4.4,0.0,55.0,100.0,serving,dinner,Maharashtra,Gluten,True,False,False,True
Amboli,232.0,5.272727273,36.90909091,8.436363636,2.109090909,0.0,55.0,100.0,serving,dinner,Maharashtra,Gluten,True,False,False,True
Bhakarwadi,343.0000001,6.860000002,44.10000001,14.7,4.900000001,0.0,55.0,100.0,serving,dinner,Maharashtra,Gluten,True,False,False,True
Surli Vadi,254.0,6.096,35.56,10.16,4.064,0.0,55.0,100.0,serving,dinner,Maharashtra,Gluten,True,False,False,True
Kaladi,279.9999999,7.724137929,33.79310344,11.58620689,2.896551723,0.0,55.0,100.0,serving,dinner,Maharashtra,Gluten,True,False,False,True
Shengdana chutney,173.9999999,5.799999998,14.49999999,9.666666663,1.933333333,0.0,55.0,100.0,serving,dinner,Maharashtra,Peanut,True,False,False,False
Chana Usal,427.0,19.215,58.7125,16.0125,6.405,0.0,55.0,100.0,serving,dinner,Maharashtra,Gluten,True,False,False,True
Goan Saag,240.0,7.636363636,38.18181818,8.727272727,3.272727273,0.0,55.0,100.0,serving,dinner,Maharashtra,Gluten,True,False,False,True
Pitla Bhakri,320.0,7.314285714,41.14285714,10.97142857,4.571428571,0.0,55.0,100.0,serving,dinner,Maharashtra,Gluten,True,False,False,True
Mango Mastani,219.0000001,3.504000001,30.66000001,6.132000002,1.752000001,0.0,55.0,100.0,serving,dinner,Maharashtra,Gluten,True,False,False,True
Dal Amti,328.0,15.30666667,54.66666667,8.746666667,5.466666667,0.0,55.0,100.0,serving,lunch,Maharashtra,Gluten,True,False,False,True
Ghavtya,288.0,5.333333333,42.66666667,12.8,3.2,0.0,55.0,100.0,serving,dinner,Maharashtra,Gluten,True,False,False,True
Masala Wada,343.0000001,11.76,39.20000001,14.7,3.920000001,0.0,55.0,100.0,serving,dinner,Maharashtra,Gluten,True,False,False,True
Tambda Rassa,314.0,16.74666667,41.86666667,10.46666667,3.14,0.0,55.0,100.0,serving,dinner,Maharashtra,Gluten,True,False,False,True
Biryani,460.0,10.22222222,61.33333333,20.44444444,5.111111111,0.0,55.0,100.0,serving,lunch,Maharashtra,Gluten,True,False,False,True
Navratan Korma,381.9999999,9.549999999,42.97499999,17.19,4.774999999,0.0,55.0,100.0,serving,dinner,Maharashtra,Gluten,True,False,False,True
Maharashtrian Bhaji,215.9999999,5.890909088,29.45454544,7.854545451,3.927272725,0.0,55.0,100.0,serving,dinner,Maharashtra,Gluten,True,False,False,True
Karvande,174.9999999,2.916666665,24.30555555,6.805555553,1.944444444,0.0,55.0,100.0,serving,dinner,Maharashtra,Gluten,True,False,False,True
Ragda Pattice,367.0,8.388571429,52.42857143,15.72857143,5.242857143,0.0,55.0,100.0,serving,dinner,Maharashtra,Gluten,True,False,False,True
Chana Biryani,443.0000002,11.81333334,63.98888891,14.76666667,3.937777779,0.0,55.0,100.0,serving,lunch,Maharashtra,Gluten,True,False,False,True
Alu Patra,232.0,4.64,32.48,7.423999999,2.784,0.0,55.0,100.0,serving,dinner,Maharashtra,Gluten,True,False,False,True
Chivda,282.0000001,7.520000002,37.60000001,9.400000002,3.760000001,0.0,55.0,100.0,serving,dinner,Maharashtra,Gluten,True,False,False,True
Garadu,263.9999999,3.77142857,32.99999999,11.31428571,2.828571428,0.0,55.0,100.0,serving,dinner,Maharashtra,Gluten,True,False,False,True
Masale Bhath,375.0,10.71428571,53.57142857,16.07142857,6.428571429,0.0,55.0,100.0,serving,dinner,Maharashtra,Gluten,True,False,False,True
Ambapoli,310.0,5.535714285,55.35714285,11.07142857,4.428571428,0.0,55.0,100.0,serving,dinner,Maharashtra,Gluten,True,False,False,True
Kairi Chi Koshimbir,163.9999999,2.733333332,18.22222222,7.288888886,1.822222222,0.0,55.0,100.0,serving,dinner,Maharashtra,Gluten,True,False,False,True
Chandrakala,266.0,4.256,42.56,10.64,4.256,0.0,55.0,100.0,serving,dinner,Maharashtra,Gluten,True,False,False,True
Pohe Shira,212.0000001,4.608695654,27.65217392,7.373913046,1.843478262,0.0,55.0,100.0,serving,dinner,Maharashtra,Gluten,True,False,False,True
Tamda Rassa,258.0,12.384,30.96,10.32,2.064,0.0,55.0,100.0,serving,dinner,Maharashtra,Gluten,True,False,False,True
Chana Sookha,223.9999999,7.167999997,26.87999999,7.167999997,4.479999998,0.0,55.0,100.0,serving,dinner,Maharashtra,Gluten,True,False,False,True
Amti,234.0,8.666666666,30.33333333,5.199999999,3.466666666,0.0,55.0,100.0,serving,dinner,Maharashtra,Gluten,True,False,False,True
Batata Bhaji,188.0,3.269565218,20.43478261,6.539130436,3.269565218,0.0,55.0,100.0,serving,dinner,Maharashtra,Gluten,True,False,False,True
Shorshe Ilish,405.0,25.3125,20.25,25.3125,2.025,0.0,55.0,100.0,serving,dinner,West Bengal,Fish,True,False,False,False
Macher Jhol,355.0,20.28571428,35.5,15.21428571,3.042857143,0.0,55.0,100.0,serving,dinner,West Bengal,Fish,True,False,False,False
Chingri Malai Curry,433.0,21.16888889,28.86666667,24.05555556,1.924444444,0.0,55.0,100.0,serving,lunch,West Bengal,Shrimp,True,False,True,False
Shorshe Bata,355.0,23.66666667,41.41666667,17.75,4.733333334,0.0,55.0,100.0,serving,dinner,West Bengal,Fish,True,False,False,False
Cholar Dal,272.0,10.88,43.52,8.704,5.44,0.0,55.0,100.0,serving,lunch,West Bengal,Gluten,True,False,False,True
Shorshe Paturi,370.0,19.02857143,26.42857143,23.25714286,3.171428572,0.0,55.0,100.0,serving,dinner,West Bengal,Fish,True,False,False,False
Alur Dom,292.0000001,5.840000002,38.93333334,11.68,3.893333334,0.0,55.0,100.0,serving,dinner,West Bengal,Gluten,True,False,False,True
Khichuri,342.0,7.817142856,53.74285714,9.77142857,4.885714285,0.0,55.0,100.0,serving,dinner,West Bengal,Gluten,True,False,False,True
Bengali Beguni,272.0,6.528,38.08,13.056,3.264,0.0,55.0,100.0,serving,dinner,West Bengal,Gluten,True,False,False,True
Pora Shorshe Ilish,436.0,29.06666667,18.68571429,26.47142857,3.114285714,0.0,55.0,100.0,serving,dinner,West Bengal,Fish,True,False,False,False
Macher Kalia,420.0,21.0,42.0,21.0,2.1,0.0,55.0,100.0,serving,dinner,West Bengal,Fish,True,False,False,False
Bengali Fish Fry,352.0,21.12,29.33333333,23.46666667,3.52,0.0,55.0,100.0,serving,dinner,West Bengal,Fish,False,False,False,False
Dhokar Dalna,280.0,12.0,40.0,8.0,6.0,0.0,55.0,100.0,serving,lunch,West Bengal,Gluten,True,False,False,True
Chingri Bhorta,350.0,22.0,25.0,18.0,2.0,0.0,55.0,100.0,serving,dinner,West Bengal,Shrimp,True,False,False,False
Shukto,242.0000001,7.744000002,29.04000001,9.680000002,3.872000001,0.0,55.0,100.0,serving,dinner,West Bengal,Gluten,True,False,False,True
Labra,282.0,8.355555556,41.77777778,10.44444444,5.222222222,0.0,55.0,100.0,serving,dinner,West Bengal,Gluten,True,False,False,True
Bengali Luchi,292.0000001,5.840000002,38.93333334,11.68,2.920000001,0.0,55.0,100.0,serving,dinner,West Bengal,Gluten,True,False,False,True
Shorshe Ilish Bhorta,390.0,28.7368421,20.52631579,22.57894737,3.078947368,0.0,55.0,100.0,serving,dinner,West Bengal,Fish,True,False,False,False
Beguni Bhaja,216.0,6.48,32.4,8.64,4.32,0.0,55.0,100.0,serving,dinner,West Bengal,Gluten,True,False,False,True
Posto Bata,240.0,8.4,42.0,9.6,6.0,0.0,55.0,100.0,serving,dinner,West Bengal,Gluten,True,False,False,True
Macher Manna,400.0,25.0,30.0,20.0,3.0,0.0,55.0,100.0,serving,dinner,West Bengal,Fish,True,False,False,False
Chingri Malai,433.0,21.16888889,28.86666667,24.05555556,1.924444444,0.0,55.0,100.0,serving,dinner,West Bengal,Shrimp,True,False,False,False
Kosha Mangsho,595.0,33.915,47.6,30.345,4.76,0.0,55.0,100.0,serving,dinner,West Bengal,Beef,True,False,False,False
Kolar Bora,212.0,5.3,31.8,8.48,2.12,0.0,55.0,100.0,serving,dinner,West Bengal,Gluten,True,False,False,True
Papad Bhaja,170.0,4.533333333,28.33333333,6.8,3.4,0.0,55.0,100.0,serving,dinner,West Bengal,Gluten,True,False,False,True
Chingri Paturi,366.0,21.18947369,19.2631579,21.18947369,2.889473685,0.0,55.0,100.0,serving,dinner,West Bengal,Shrimp,True,False,False,False
Shorshe Bata Macher Jhol,382.0,27.28571429,32.74285714,19.64571429,3.274285714,0.0,55.0,100.0,serving,dinner,West Bengal,Fish,True,False,False,False
Chingri Machher Malai,470.0,22.97777778,29.24444444,26.63333333,2.088888889,0.0,55.0,100.0,serving,dinner,West Bengal,Shrimp,True,False,False,False
Phoolkopir Dalna,252.0000001,9.333333337,32.66666668,7.46666667,4.666666669,0.0,55.0,100.0,serving,lunch,West Bengal,Gluten,True,False,False,True
Bhuna Khichuri,367.0000001,7.726315792,48.2894737,14.48684211,3.863157896,0.0,55.0,100.0,serving,dinner,West Bengal,Gluten,True,False,False,True
Pui Shaak Bhaja,202.0,7.855555556,33.66666667,6.733333333,4.488888889,0.0,55.0,100.0,serving,dinner,West Bengal,Gluten,True,False,False,True
Shorshe Bhapa Ilish,452.0,29.43255814,23.1255814,26.80465116,3.153488372,0.0,55.0,100.0,serving,dinner,West Bengal,Fish,True,False,False,False
Chingri Bhuna,390.0,20.52631579,28.7368421,22.57894737,3.078947368,0.0,55.0,100.0,serving,dinner,West Bengal,Shrimp,True,False,False,False
Dimer Dalna,308.0000001,12.32,39.60000001,7.040000002,4.400000001,0.0,55.0,100.0,serving,lunch,West Bengal,Gluten,True,False,False,True
Sorshe Ilish Bhaja,441.0,30.65487805,25.81463415,26.8902439,3.226829268,0.0,55.0,100.0,serving,dinner,West Bengal,Fish,True,False,False,False
Macher Jhol Bhuna,397.9999999,19.89999999,29.84999999,21.88999999,2.984999999,0.0,55.0,100.0,serving,dinner,West Bengal,Fish,True,False,False,False
Bengali Sweets Platter,442.0000002,8.840000004,53.04000002,15.91200001,4.420000002,0.0,55.0,100.0,serving,dinner,West Bengal,Gluten,True,False,False,True
Bhapa Ilish,444.0,32.71578947,23.36842105,29.79473684,3.505263158,0.0,55.0,100.0,serving,dinner,West Bengal,Fish,True,False,False,False
Bengali Dhokla,256.0,7.68,51.2,10.24,5.12,0.0,55.0,100.0,serving,dinner,West Bengal,Gluten,True,False,False,True
Shrimp Masala,416.9999998,19.85714285,27.79999999,24.82142856,2.978571427,0.0,55.0,100.0,serving,dinner,West Bengal,Shrimp,True,False,False,False
Bengali Chingri Bhuna,398.0,23.04210526,29.32631579,23.04210526,4.189473684,0.0,55.0,100.0,serving,dinner,West Bengal,Shrimp,True,False,False,False
Lobster Malai Curry,510.0,28.56,32.64,26.01,2.04,0.0,55.0,100.0,serving,lunch,West Bengal,Lobster,True,False,False,False
Roshogolla,163.0,4.346666667,32.6,3.26,0.0,0.0,55.0,100.0,serving,dinner,West Bengal,Gluten,True,False,False,True
Chamcham,158.0,4.937499999,29.625,1.975,0.9874999999,0.0,55.0,100.0,serving,dinner,West Bengal,Gluten,True,False,True,True
Shondesh,209.0,6.966666667,40.63888889,5.805555556,2.322222222,0.0,55.0,100.0,serving,dinner,West Bengal,Gluten,True,False,False,True
Patishapta,264.0,8.448,42.24,8.448,3.168,0.0,55.0,100.0,serving,dinner,West Bengal,Gluten,True,False,False,True
Chhena Poda,302.0,8.053333334,45.3,10.06666667,4.026666667,0.0,55.0,100.0,serving,dinner,West Bengal,Gluten,True,False,True,True
Bengali Sandesh,202.0,6.427272727,27.54545454,5.509090909,1.836363636,0.0,55.0,100.0,serving,dinner,West Bengal,Gluten,True,False,False,True
Ras Malai,347.0,7.931428573,44.61428572,14.87142857,2.974285715,80.0,55.0,100.0,serving,dinner,West Bengal,Gluten,True,False,True,True
Chomchom,159.0,4.968750001,27.825,2.981250001,0.9937500002,0.0,55.0,100.0,serving,dinner,West Bengal,Gluten,True,False,False,True
Amriti,309.0,8.011111111,57.22222222,10.3,3.433333333,0.0,55.0,100.0,serving,dinner,West Bengal,Gluten,True,False,False,True
Doi Maach,400.0,25.0,30.0,20.0,3.0,0.0,55.0,100.0,serving,dinner,West Bengal,Fish,True,False,False,False
Alu Posto,244.0,7.808,34.16,7.808,3.904,0.0,55.0,100.0,serving,dinner,West Bengal,Gluten,True,False,False,True
Shukto Bhaja,262.0,7.762962964,33.96296297,9.703703705,4.851851853,0.0,55.0,100.0,serving,dinner,West Bengal,Gluten,True,False,False,True
Bengali Fish Curry,408.0,23.62105263,37.57894737,21.47368421,4.294736842,0.0,55.0,100.0,serving,lunch,West Bengal,Fish,False,False,False,False
Bengali Egg Curry,306.0,14.28,40.8,10.2,5.1,0.0,55.0,100.0,serving,lunch,West Bengal,Gluten,False,False,False,True
Bhapa Doi,327.9999999,9.371428569,42.17142856,11.24571428,2.811428571,0.0,55.0,100.0,serving,dinner,West Bengal,Gluten,True,False,False,True
Masala Prawn Curry,400.0,23.80952381,28.57142857,19.04761905,2.857142857,0.0,55.0,100.0,serving,lunch,West Bengal,Shrimp,False,False,False,False
Bengali Kathi Roll,462.0,20.53333333,56.46666667,18.48,4.106666667,0.0,55.0,100.0,serving,dinner,West Bengal,Gluten,True,False,False,True
Bengali Baingan Bhaja,216.0000001,5.184000002,25.92000001,6.912000002,3.456000001,0.0,55.0,100.0,serving,dinner,West Bengal,Gluten,True,False,False,True
Kachauli,232.0,5.8,40.6,9.28,3.48,0.0,55.0,100.0,serving,dinner,West Bengal,Gluten,True,False,False,True
Bengali Sondesh,189.0,6.3,31.5,5.25,3.15,0.0,55.0,100.0,serving,dinner,West Bengal,Gluten,True,False,False,True
Bengali Macher Kalia,420.0,25.0,35.0,20.0,3.0,0.0,55.0,100.0,serving,dinner,West Bengal,Fish,True,False,False,False
Dimer Bora,250.0,10.0,30.0,10.0,3.0,0.0,55.0,100.0,serving,dinner,West Bengal,Gluten,True,False,False,True
Sorshe Ilish Bhuna,457.0,29.75813953,31.88372093,26.56976744,3.188372093,0.0,55.0,100.0,serving,dinner,West Bengal,Fish,True,False,False,False
Alu Bhorta,232.0,5.043478261,35.30434783,8.069565218,5.043478261,0.0,55.0,100.0,serving,dinner,West Bengal,Gluten,True,False,False,True
Shorshe Bata Macher Bhorta,425.0,23.375,29.75,26.5625,4.25,0.0,55.0,100.0,serving,dinner,West Bengal,Fish,True,False,False,False
Bengali Pulao,313.9999999,5.382857141,44.85714284,8.971428568,3.588571427,0.0,55.0,100.0,serving,dinner,West Bengal,Gluten,True,False,False,True
Chingri Malai Prawn,460.0,23.0,31.36363636,26.65909091,2.090909091,0.0,55.0,100.0,serving,dinner,West Bengal,Shrimp,False,False,False,False
Shorshe Ilish Paturi,452.0,30.67142857,21.52380952,27.44285714,3.228571429,0.0,55.0,100.0,serving,dinner,West Bengal,Fish,True,False,False,False
Macher Tenga,338.0,24.78666667,45.06666667,11.26666667,3.38,0.0,55.0,100.0,serving,dinner,West Bengal,Fish,True,False,False,False
Shorshe Bata Bhorta,372.0,20.925,34.875,23.25,4.65,0.0,55.0,100.0,serving,dinner,West Bengal,Fish,True,False,False,False
Shorshe Bata Machher Jhol,414.0,28.98,36.225,18.63,3.105,0.0,55.0,100.0,serving,dinner,West Bengal,Fish,True,False,False,False
Beguni,220.0,7.7,33.0,8.8,3.3,0.0,55.0,100.0,serving,dinner,West Bengal,Gluten,True,False,False,True
Macher Bhorta,374.0,31.73333333,28.33333333,20.4,3.4,0.0,55.0,100.0,serving,dinner,West Bengal,Fish,True,False,False,False
Bengali Aloo Macher Jhol,320.0,18.0,35.0,12.0,3.0,0.0,55.0,100.0,serving,dinner,West Bengal,Fish,True,False,False,False
Shorshe Ilish Bhaja,484.0,33.64390244,33.05365854,30.10243902,3.541463415,0.0,55.0,100.0,serving,dinner,West Bengal,Fish,True,False,False,False
Bengali Moong Dal,272.0,10.88,43.52,8.704,5.44,0.0,55.0,100.0,serving,lunch,West Bengal,Gluten,True,False,False,True
Bengali Bhuna Khichuri,367.0000001,7.726315792,48.2894737,14.48684211,3.863157896,0.0,55.0,100.0,serving,dinner,West Bengal,Gluten,True,False,False,True
Macher Paturi,408.0,21.47368421,30.0631579,25.76842105,3.221052632,0.0,55.0,100.0,serving,dinner,West Bengal,Fish,True,False,False,False
Bengali Macher Bhorta,335.0,20.3030303,30.45454545,15.22727273,3.045454545,0.0,55.0,100.0,serving,dinner,West Bengal,Fish,True,False,False,False
Shorshe Ilish Bhuna,457.0,29.75813953,31.88372093,26.56976744,3.188372093,0.0,55.0,100.0,serving,dinner,West Bengal,Fish,True,False,False,False
Thepla,256.0,6.981818182,46.54545455,9.309090909,4.654545455,0.0,55.0,100.0,serving,dinner,Gujarat,Gluten,True,False,False,True
Handvo,278.0,7.784,44.48,11.12,5.56,0.0,55.0,100.0,serving,dinner,Gujarat,Gluten,True,False,False,True
Undhiyu,402.0,10.57894737,52.89473684,19.04210526,6.347368421,0.0,55.0,100.0,serving,dinner,Gujarat,Legumes,True,False,False,False
